ClaimID,CustomerID,PolicyID,ClaimAmount,ClaimDate,ClaimStatus,HospitalOrGarage
CL000400,C01144,P0161,827605,2026-03-03,Rejected,Aster Hospital
CL000401,C00263,P0069,269447,2026-02-04,Submitted,NA
CL000402,C01804,P0138,1142307,2026-01-11,Approved,Aster Hospital
CL000403,C03586,P0498,888885,2026-05-22,Approved,ABC Motors
CL000404,C04000,P0184,34859,2026-01-25,Rejected,ABC Motors
CL000405,C00592,P0168,314985,2026-03-19,Rejected,ABC Motors
CL000406,C00986,P0141,617071,2026-01-07,Submitted,Aster Hospital
CL000407,C01731,P0126,735971,2026-01-17,Rejected,TVS Garage
CL000408,C03240,P0465,757015,2026-04-22,Rejected,Aster Hospital
CL000409,C03088,P0417,111198,2026-01-29,Submitted,ABC Motors
CL000410,C02018,P0251,269940,2026-04-08,Approved,Apollo Hospital
CL000411,C04650,P0300,749062,2026-04-08,Submitted,NA
CL000412,C02744,P0183,332246,2026-02-16,Rejected,NA
CL000413,C03594,P0193,551939,2026-01-24,Rejected,XYZ Garage
CL000414,C00369,P0014,454680,2026-05-21,Rejected,Apollo Hospital
CL000415,C01466,P0381,702544,2026-03-29,Approved,NA
CL000416,C01707,P0426,569508,2026-03-15,Submitted,TVS Garage
CL000417,C04501,P0205,1009963,2026-02-06,Approved,XYZ Garage
CL000418,C04391,P0118,2664,2026-03-18,Rejected,Aster Hospital
CL000419,C01913,P0034,530931,2026-04-03,Rejected,ABC Motors
CL000420,C00686,P0192,1012250,2026-03-16,Submitted,Aster Hospital
CL000421,C01220,P0184,195605,2026-01-30,Rejected,NA
CL000422,C04820,P0235,1104066,2026-05-13,Rejected,XYZ Garage
CL000423,C02596,P0110,134227,2026-02-04,Submitted,Apollo Hospital
CL000424,C02372,P0008,676766,2026-03-15,Approved,ABC Motors
CL000425,C04060,P0334,914197,2026-04-19,Approved,XYZ Garage
CL000426,C01592,P0027,1109001,2026-04-06,Submitted,Apollo Hospital
CL000427,C00490,P0052,1124892,2026-05-03,Approved,Apollo Hospital
CL000428,C02557,P0106,177806,2026-03-25,Approved,Apollo Hospital
CL000429,C02050,P0118,909348,2026-05-04,Submitted,ABC Motors
CL000430,C01400,P0324,218862,2026-01-04,Rejected,XYZ Garage
CL000431,C00636,P0281,957526,2026-01-25,Approved,XYZ Garage
CL000432,C03321,P0324,1100967,2026-03-23,Rejected,TVS Garage
CL000433,C01056,P0170,953403,2026-01-14,Rejected,NA
CL000434,C04489,P0334,5822,2026-02-06,Rejected,XYZ Garage
CL000435,C01622,P0126,152208,2026-04-06,Rejected,Aster Hospital
CL000436,C01608,P0007,848761,2026-01-09,Approved,Aster Hospital
CL000437,C01600,P0028,389013,2026-05-09,Rejected,TVS Garage
CL000438,C02746,P0466,40566,2026-03-25,Approved,Aster Hospital
CL000439,C02362,P0380,201438,2026-01-25,Rejected,Aster Hospital
CL000440,C00224,P0207,858436,2026-05-03,Approved,Apollo Hospital
CL000441,C02581,P0039,538069,2026-03-23,Submitted,XYZ Garage
CL000442,C04640,P0073,41041,2026-01-25,Rejected,ABC Motors
CL000443,C02047,P0106,1090065,2026-02-06,Approved,Aster Hospital
CL000444,C01120,P0143,79345,2026-01-09,Rejected,Aster Hospital
CL000445,C04810,P0067,387272,2026-02-15,Approved,TVS Garage
CL000446,C03095,P0072,58737,2026-01-25,Submitted,NA
CL000447,C00380,P0436,159388,2026-01-30,Approved,TVS Garage
CL000448,C04377,P0158,439463,2026-02-27,Submitted,Apollo Hospital
CL000449,C01577,P0117,366553,2026-04-04,Approved,XYZ Garage
CL000450,C03104,P0490,245829,2026-02-24,Approved,Aster Hospital
CL000451,C04897,P0131,704668,2026-04-16,Submitted,TVS Garage
CL000452,C02731,P0065,455197,2026-03-19,Approved,XYZ Garage
CL000453,C03275,P0153,625844,2026-04-24,Rejected,Apollo Hospital
CL000454,C01420,P0136,1074739,2026-04-21,Rejected,Aster Hospital
CL000455,C02193,P0090,115313,2026-05-30,Rejected,Aster Hospital
CL000456,C03583,P0385,952723,2026-05-02,Submitted,Aster Hospital
CL000457,C02267,P0339,1154740,2026-04-03,Approved,XYZ Garage
CL000458,C03866,P0426,487651,2026-04-02,Rejected,Apollo Hospital
CL000459,C02742,P0353,373377,2026-04-09,Rejected,TVS Garage
CL000460,C02724,P0289,140116,2026-03-10,Rejected,ABC Motors
CL000461,C01292,P0190,517503,2026-05-11,Approved,XYZ Garage
CL000462,C03413,P0214,630452,2026-01-27,Rejected,ABC Motors
CL000463,C03027,P0113,523638,2026-04-14,Submitted,NA
CL000464,C03039,P0082,606119,2026-04-24,Rejected,ABC Motors
CL000465,C03558,P0369,667434,2026-03-01,Rejected,Aster Hospital
CL000466,C04598,P0298,856055,2026-02-02,Submitted,XYZ Garage
CL000467,C04518,P0455,712110,2026-03-05,Approved,TVS Garage
CL000468,C01660,P0450,815234,2026-05-07,Submitted,Aster Hospital
CL000469,C02440,P0053,711420,2026-05-02,Approved,Aster Hospital
CL000470,C03750,P0443,878338,2026-02-20,Submitted,NA
CL000471,C04482,P0477,472031,2026-03-24,Rejected,Aster Hospital
CL000472,C02348,P0211,1151348,2026-03-26,Submitted,NA
CL000473,C03516,P0127,55807,2026-04-16,Approved,ABC Motors
CL000474,C04411,P0076,621830,2026-05-25,Rejected,XYZ Garage
CL000475,C01937,P0316,1146839,2026-01-20,Rejected,Apollo Hospital
CL000476,C02904,P0441,472027,2026-05-09,Approved,Apollo Hospital
CL000477,C03225,P0460,1081597,2026-02-20,Submitted,ABC Motors
CL000478,C00725,P0015,514473,2026-01-06,Rejected,Aster Hospital
CL000479,C03883,P0067,796952,2026-01-16,Rejected,NA
CL000480,C01361,P0397,9528,2026-01-25,Rejected,XYZ Garage
CL000481,C03471,P0418,1011771,2026-05-22,Submitted,Apollo Hospital
CL000482,C04555,P0459,294471,2026-04-09,Submitted,TVS Garage
CL000483,C04701,P0107,248096,2026-02-03,Approved,TVS Garage
CL000484,C03263,P0402,413005,2026-03-18,Rejected,ABC Motors
CL000485,C01507,P0166,583947,2026-02-06,Submitted,XYZ Garage
CL000486,C01348,P0199,622884,2026-03-30,Rejected,Aster Hospital
CL000487,C01567,P0307,229347,2026-04-28,Approved,NA
CL000488,C04793,P0441,631351,2026-01-03,Approved,ABC Motors
CL000489,C04692,P0135,1061376,2026-01-21,Submitted,Apollo Hospital
CL000490,C01488,P0329,868406,2026-04-09,Submitted,TVS Garage
CL000491,C04647,P0236,186453,2026-04-15,Rejected,NA
CL000492,C00210,P0211,1155909,2026-02-27,Approved,TVS Garage
CL000493,C01808,P0308,233652,2026-01-09,Approved,ABC Motors
CL000494,C00881,P0087,734802,2026-05-27,Approved,Apollo Hospital
CL000495,C03288,P0398,518783,2026-05-26,Submitted,TVS Garage
CL000496,C04794,P0018,171506,2026-02-19,Approved,Aster Hospital
CL000497,C02230,P0498,571209,2026-02-25,Rejected,NA
CL000498,C03435,P0427,1011892,2026-02-22,Submitted,TVS Garage
CL000499,C04371,P0407,211534,2026-03-14,Approved,XYZ Garage
CL000500,C04469,P0409,557379,2026-01-23,Submitted,Apollo Hospital
CL000501,C00583,P0443,911500,2026-05-07,Submitted,Aster Hospital
CL000502,C00309,P0038,527480,2026-05-20,Approved,Apollo Hospital
CL000503,C03281,P0006,594338,2026-05-29,Submitted,NA
CL000504,C04836,P0340,175143,2026-01-07,Approved,TVS Garage
CL000505,C01324,P0458,82060,2026-02-08,Submitted,XYZ Garage
CL000506,C03418,P0437,875499,2026-01-31,Rejected,XYZ Garage
CL000507,C00271,P0383,152736,2026-01-11,Approved,TVS Garage
CL000508,C01183,P0063,421630,2026-03-08,Submitted,NA
CL000509,C02697,P0155,1161809,2026-03-08,Approved,Apollo Hospital
CL000510,C01717,P0164,415149,2026-01-20,Rejected,Apollo Hospital
CL000511,C03917,P0290,202679,2026-05-05,Submitted,Apollo Hospital
CL000512,C01683,P0472,1140896,2026-04-08,Approved,Apollo Hospital
CL000513,C02654,P0404,1008791,2026-01-26,Submitted,Apollo Hospital
CL000514,C04060,P0060,427305,2026-02-04,Submitted,Apollo Hospital
CL000515,C04776,P0350,649936,2026-01-05,Approved,TVS Garage
CL000516,C03801,P0343,10034,2026-02-11,Submitted,XYZ Garage
CL000517,C00724,P0149,193970,2026-01-31,Approved,XYZ Garage
CL000518,C03764,P0436,628203,2026-03-23,Approved,ABC Motors
CL000519,C00616,P0396,447959,2026-04-22,Rejected,XYZ Garage
CL000520,C03019,P0252,799101,2026-03-17,Rejected,Aster Hospital
CL000521,C04958,P0037,501888,2026-05-22,Approved,Apollo Hospital
CL000522,C04091,P0155,234200,2026-04-08,Approved,XYZ Garage
CL000523,C02346,P0087,524246,2026-02-08,Approved,TVS Garage
CL000524,C02327,P0450,101422,2026-01-20,Submitted,Aster Hospital
CL000525,C00676,P0472,704626,2026-02-25,Rejected,Apollo Hospital
CL000526,C03367,P0306,909785,2026-02-17,Rejected,Apollo Hospital
CL000527,C03331,P0281,532147,2026-03-30,Rejected,Aster Hospital
CL000528,C02648,P0090,1042966,2026-03-21,Approved,Apollo Hospital
CL000529,C01139,P0325,762862,2026-03-14,Rejected,NA
CL000530,C00533,P0479,979415,2026-05-30,Submitted,XYZ Garage
CL000531,C02261,P0267,1103497,2026-04-02,Rejected,ABC Motors
CL000532,C04953,P0145,1063592,2026-05-26,Submitted,Aster Hospital
CL000533,C00479,P0016,775361,2026-01-28,Submitted,NA
CL000534,C02792,P0222,947691,2026-03-31,Submitted,ABC Motors
CL000535,C01706,P0188,764492,2026-05-10,Rejected,Aster Hospital
CL000536,C01510,P0230,182240,2026-04-27,Approved,ABC Motors
CL000537,C03312,P0069,759383,2026-04-14,Rejected,Apollo Hospital
CL000538,C02122,P0196,17766,2026-05-02,Approved,NA
CL000539,C00351,P0043,617689,2026-03-12,Approved,Aster Hospital
CL000540,C00042,P0420,793876,2026-05-11,Submitted,ABC Motors
CL000541,C01475,P0134,85987,2026-05-12,Rejected,Apollo Hospital
CL000542,C00043,P0002,864712,2026-04-15,Submitted,XYZ Garage
CL000543,C00484,P0345,571306,2026-01-26,Rejected,Aster Hospital
CL000544,C04394,P0073,17164,2026-05-01,Rejected,Aster Hospital
CL000545,C01575,P0257,234456,2026-02-01,Rejected,NA
CL000546,C01322,P0072,482020,2026-02-06,Submitted,Aster Hospital
CL000547,C01483,P0090,1167155,2026-02-09,Rejected,Apollo Hospital
CL000548,C04392,P0143,988847,2026-03-25,Approved,XYZ Garage
CL000549,C01578,P0184,624190,2026-01-09,Approved,TVS Garage
CL000550,C00756,P0020,1163335,2026-03-10,Rejected,XYZ Garage
CL000551,C00949,P0117,783291,2026-01-27,Submitted,Apollo Hospital
CL000552,C02018,P0178,63288,2026-03-22,Approved,TVS Garage
CL000553,C03630,P0475,306384,2026-02-12,Submitted,XYZ Garage
CL000554,C04851,P0068,17055,2026-04-22,Rejected,Apollo Hospital
CL000555,C02945,P0490,1027293,2026-05-23,Approved,XYZ Garage
CL000556,C03805,P0269,504870,2026-01-08,Approved,XYZ Garage
CL000557,C00141,P0436,153647,2026-01-07,Rejected,Apollo Hospital
CL000558,C02357,P0466,691861,2026-03-04,Rejected,Apollo Hospital
CL000559,C02728,P0447,265760,2026-05-11,Approved,NA
CL000560,C02152,P0148,985677,2026-05-23,Rejected,ABC Motors
CL000561,C02358,P0376,271307,2026-05-21,Approved,Aster Hospital
CL000562,C00697,P0329,1070420,2026-05-23,Submitted,Aster Hospital
CL000563,C00185,P0198,466595,2026-03-30,Rejected,XYZ Garage
CL000564,C00205,P0345,477775,2026-04-29,Submitted,XYZ Garage
CL000565,C00946,P0342,306993,2026-01-25,Approved,NA
CL000566,C03643,P0129,503374,2026-04-14,Submitted,XYZ Garage
CL000567,C00113,P0164,697115,2026-05-22,Rejected,TVS Garage
CL000568,C04039,P0402,781311,2026-05-27,Rejected,NA
CL000569,C00171,P0279,584547,2026-02-17,Submitted,NA
CL000570,C00006,P0428,879920,2026-04-21,Submitted,NA
CL000571,C00401,P0354,626029,2026-04-02,Approved,XYZ Garage
CL000572,C04979,P0411,1140218,2026-04-20,Approved,ABC Motors
CL000573,C00547,P0373,102650,2026-04-10,Rejected,ABC Motors
CL000574,C03766,P0124,490744,2026-04-26,Rejected,TVS Garage
CL000575,C03638,P0458,91662,2026-01-22,Rejected,TVS Garage
CL000576,C01179,P0228,870006,2026-01-24,Approved,ABC Motors
CL000577,C04589,P0036,627714,2026-05-31,Submitted,Apollo Hospital
CL000578,C01147,P0184,462272,2026-01-06,Submitted,TVS Garage
CL000579,C01593,P0246,836648,2026-02-11,Submitted,XYZ Garage
CL000580,C03259,P0152,565874,2026-03-19,Rejected,ABC Motors
CL000581,C01478,P0166,20189,2026-05-17,Rejected,NA
CL000582,C01509,P0124,296359,2026-03-06,Approved,Aster Hospital
CL000583,C02470,P0263,10998,2026-01-09,Rejected,Apollo Hospital
CL000584,C03723,P0364,265281,2026-03-20,Approved,NA
CL000585,C02712,P0176,518158,2026-04-12,Submitted,Apollo Hospital
CL000586,C02684,P0274,709914,2026-03-22,Rejected,TVS Garage
CL000587,C04792,P0476,61385,2026-04-09,Approved,ABC Motors
CL000588,C04613,P0415,795450,2026-01-04,Approved,TVS Garage
CL000589,C01348,P0189,949286,2026-01-16,Approved,Aster Hospital
CL000590,C01816,P0337,303826,2026-03-28,Submitted,XYZ Garage
CL000591,C02385,P0184,381178,2026-02-26,Approved,TVS Garage
CL000592,C04406,P0472,293132,2026-05-15,Rejected,Aster Hospital
CL000593,C00378,P0144,43479,2026-02-05,Submitted,ABC Motors
CL000594,C03214,P0095,191098,2026-04-24,Approved,Apollo Hospital
CL000595,C03977,P0152,330198,2026-02-05,Approved,Apollo Hospital
CL000596,C02475,P0045,855108,2026-04-29,Submitted,Aster Hospital
CL000597,C00977,P0184,505864,2026-02-15,Rejected,ABC Motors
CL000598,C04949,P0108,996809,2026-01-02,Rejected,Aster Hospital
CL000599,C01034,P0420,745386,2026-01-09,Approved,Apollo Hospital
CL000600,C01890,P0301,330025,2026-05-09,Approved,TVS Garage
CL000601,C04356,P0400,752392,2026-01-02,Approved,Aster Hospital
CL000602,C00370,P0215,200690,2026-05-30,Approved,Apollo Hospital
CL000603,C04723,P0123,511695,2026-02-24,Rejected,XYZ Garage
CL000604,C01849,P0251,1022760,2026-01-22,Submitted,Apollo Hospital
CL000605,C00017,P0030,46463,2026-02-17,Submitted,XYZ Garage
CL000606,C02799,P0221,209561,2026-04-07,Approved,Aster Hospital
CL000607,C02790,P0193,589823,2026-05-07,Approved,XYZ Garage
CL000608,C03019,P0182,649238,2026-01-01,Submitted,ABC Motors
CL000609,C04747,P0319,300109,2026-02-28,Approved,TVS Garage
CL000610,C02820,P0373,456491,2026-02-04,Submitted,Aster Hospital
CL000611,C00679,P0493,808551,2026-04-30,Rejected,XYZ Garage
CL000612,C00619,P0146,696200,2026-04-07,Rejected,ABC Motors
CL000613,C02359,P0429,514934,2026-04-24,Approved,NA
CL000614,C00969,P0315,621145,2026-04-01,Approved,NA
CL000615,C00856,P0472,169358,2026-04-26,Rejected,ABC Motors
CL000616,C03447,P0365,898604,2026-03-29,Approved,TVS Garage
CL000617,C01449,P0338,988614,2026-04-18,Approved,Aster Hospital
CL000618,C00218,P0402,336798,2026-05-22,Approved,NA
CL000619,C02631,P0245,1149064,2026-01-15,Rejected,NA
CL000620,C00608,P0409,126565,2026-02-09,Approved,Aster Hospital
CL000621,C00568,P0346,239817,2026-04-11,Rejected,NA
CL000622,C04482,P0349,927519,2026-01-07,Rejected,NA
CL000623,C03915,P0324,897696,2026-02-22,Rejected,Aster Hospital
CL000624,C01110,P0078,417122,2026-05-05,Approved,XYZ Garage
CL000625,C02915,P0300,326713,2026-01-19,Approved,ABC Motors
CL000626,C04234,P0369,597605,2026-05-12,Rejected,ABC Motors
CL000627,C01808,P0467,1045340,2026-01-22,Approved,TVS Garage
CL000628,C01248,P0311,654407,2026-02-19,Approved,Apollo Hospital
CL000629,C00237,P0481,514469,2026-04-27,Rejected,Aster Hospital
CL000630,C04668,P0386,1129003,2026-05-25,Submitted,Aster Hospital
CL000631,C01994,P0360,154405,2026-02-23,Approved,TVS Garage
CL000632,C03583,P0177,1054199,2026-04-08,Rejected,XYZ Garage
CL000633,C01710,P0065,1005006,2026-05-18,Submitted,TVS Garage
CL000634,C00847,P0252,1162285,2026-02-21,Submitted,ABC Motors
CL000635,C03382,P0176,1196638,2026-01-19,Rejected,Aster Hospital
CL000636,C04291,P0072,87495,2026-01-25,Approved,TVS Garage
CL000637,C00249,P0418,814349,2026-04-01,Approved,NA
CL000638,C03506,P0202,615123,2026-02-17,Rejected,ABC Motors
CL000639,C01805,P0447,774430,2026-01-17,Approved,ABC Motors
CL000640,C01500,P0144,663537,2026-03-30,Approved,Aster Hospital
CL000641,C04006,P0487,767365,2026-04-11,Rejected,ABC Motors
CL000642,C03845,P0211,546632,2026-05-16,Rejected,XYZ Garage
CL000643,C02405,P0302,894094,2026-02-10,Approved,TVS Garage
CL000644,C04733,P0148,771930,2026-01-31,Approved,TVS Garage
CL000645,C03333,P0321,290595,2026-03-22,Approved,ABC Motors
CL000646,C04740,P0067,1191097,2026-04-18,Rejected,ABC Motors
CL000647,C04374,P0476,701035,2026-01-29,Approved,NA
CL000648,C00445,P0444,885371,2026-02-02,Rejected,ABC Motors
CL000649,C04033,P0092,486312,2026-03-23,Submitted,Apollo Hospital
CL000650,C03612,P0300,452959,2026-03-07,Submitted,TVS Garage
CL000651,C01135,P0038,275706,2026-05-28,Approved,TVS Garage
CL000652,C03581,P0445,779563,2026-01-02,Approved,Aster Hospital
CL000653,C01605,P0150,1035792,2026-04-29,Submitted,NA
CL000654,C00052,P0147,724284,2026-05-07,Submitted,XYZ Garage
CL000655,C03799,P0440,288184,2026-04-06,Approved,XYZ Garage
CL000656,C02387,P0358,109925,2026-04-28,Approved,Aster Hospital
CL000657,C01886,P0333,1111860,2026-02-04,Approved,TVS Garage
CL000658,C03710,P0285,303028,2026-03-04,Approved,ABC Motors
CL000659,C01279,P0356,118650,2026-05-26,Submitted,NA
CL000660,C02210,P0163,135283,2026-04-12,Rejected,ABC Motors
CL000661,C03648,P0007,830264,2026-02-20,Rejected,NA
CL000662,C01800,P0344,295911,2026-05-14,Rejected,Aster Hospital
CL000663,C00036,P0058,142271,2026-02-05,Approved,Apollo Hospital
CL000664,C00402,P0457,1087308,2026-03-16,Submitted,TVS Garage
CL000665,C01037,P0199,531846,2026-05-20,Approved,Aster Hospital
CL000666,C01741,P0217,947568,2026-05-28,Rejected,Apollo Hospital
CL000667,C04174,P0086,1134001,2026-04-14,Rejected,NA
CL000668,C00703,P0358,434786,2026-04-08,Approved,TVS Garage
CL000669,C02075,P0311,600869,2026-04-22,Submitted,Aster Hospital
CL000670,C00197,P0288,777935,2026-04-18,Rejected,XYZ Garage
CL000671,C00426,P0059,394839,2026-02-07,Rejected,XYZ Garage
CL000672,C03028,P0391,197255,2026-05-25,Approved,TVS Garage
CL000673,C00409,P0423,2917,2026-01-20,Approved,TVS Garage
CL000674,C02391,P0201,231108,2026-05-02,Rejected,XYZ Garage
CL000675,C00492,P0277,103314,2026-02-25,Submitted,NA
CL000676,C04175,P0296,75915,2026-03-15,Rejected,NA
CL000677,C00559,P0032,592072,2026-01-16,Rejected,Aster Hospital
CL000678,C00524,P0179,851745,2026-04-09,Submitted,TVS Garage
CL000679,C00622,P0352,448903,2026-03-26,Approved,XYZ Garage
CL000680,C00845,P0141,1081141,2026-02-25,Rejected,TVS Garage
CL000681,C03753,P0164,739750,2026-05-10,Approved,Aster Hospital
CL000682,C00345,P0320,26212,2026-01-27,Rejected,XYZ Garage
CL000683,C02604,P0196,592045,2026-04-25,Approved,ABC Motors
CL000684,C03693,P0282,551007,2026-01-10,Approved,XYZ Garage
CL000685,C00305,P0080,971120,2026-01-27,Rejected,XYZ Garage
CL000686,C04319,P0356,1172793,2026-02-22,Rejected,NA
CL000687,C00843,P0224,196892,2026-01-28,Rejected,XYZ Garage
CL000688,C03189,P0218,1085980,2026-04-19,Approved,Apollo Hospital
CL000689,C04660,P0293,986709,2026-04-09,Rejected,TVS Garage
CL000690,C04745,P0377,1094279,2026-02-21,Submitted,Aster Hospital
CL000691,C01310,P0212,138726,2026-05-02,Approved,NA
CL000692,C02629,P0443,59896,2026-03-27,Submitted,Aster Hospital
CL000693,C03072,P0098,536997,2026-04-02,Submitted,XYZ Garage
CL000694,C00549,P0302,730342,2026-04-19,Rejected,ABC Motors
CL000695,C01229,P0280,776144,2026-03-05,Rejected,Aster Hospital
CL000696,C02028,P0297,1068827,2026-02-11,Rejected,Aster Hospital
CL000697,C03178,P0205,298850,2026-01-25,Rejected,NA
CL000698,C03949,P0172,1174478,2026-01-12,Approved,NA
CL000699,C02706,P0277,562375,2026-04-19,Rejected,XYZ Garage
CL000700,C03973,P0310,437244,2026-01-02,Approved,Apollo Hospital
CL000701,C01243,P0404,1081952,2026-03-29,Approved,Aster Hospital
CL000702,C03785,P0092,1005514,2026-04-09,Rejected,XYZ Garage
CL000703,C04589,P0416,466522,2026-03-07,Rejected,Apollo Hospital
CL000704,C03040,P0416,129408,2026-02-12,Rejected,Aster Hospital
CL000705,C04243,P0190,629776,2026-04-20,Approved,Aster Hospital
CL000706,C00037,P0412,1142623,2026-04-30,Approved,Apollo Hospital
CL000707,C04385,P0470,1184428,2026-05-01,Approved,NA
CL000708,C00066,P0328,958727,2026-02-27,Submitted,NA
CL000709,C01368,P0487,1015560,2026-05-02,Rejected,ABC Motors
CL000710,C00950,P0062,1052224,2026-03-16,Approved,TVS Garage
CL000711,C01051,P0355,1009166,2026-05-10,Rejected,Aster Hospital
CL000712,C00009,P0400,129929,2026-01-03,Rejected,Apollo Hospital
CL000713,C01200,P0038,101768,2026-02-06,Submitted,TVS Garage
CL000714,C01154,P0100,620086,2026-03-16,Rejected,Aster Hospital
CL000715,C00425,P0179,1014822,2026-04-25,Rejected,Apollo Hospital
CL000716,C03500,P0479,253307,2026-05-29,Submitted,NA
CL000717,C03890,P0056,789944,2026-04-04,Submitted,XYZ Garage
CL000718,C03560,P0180,837262,2026-04-14,Rejected,ABC Motors
CL000719,C02425,P0021,792942,2026-05-15,Approved,Aster Hospital
CL000720,C02356,P0399,558872,2026-01-05,Approved,XYZ Garage
CL000721,C03004,P0078,339641,2026-03-14,Approved,NA
CL000722,C03112,P0350,765473,2026-02-20,Rejected,XYZ Garage
CL000723,C01641,P0491,383308,2026-02-02,Approved,XYZ Garage
CL000724,C00623,P0390,542846,2026-03-04,Submitted,NA
CL000725,C00109,P0235,45566,2026-04-03,Submitted,TVS Garage
CL000726,C03918,P0344,511125,2026-04-18,Approved,Apollo Hospital
CL000727,C02741,P0253,240682,2026-01-22,Rejected,Apollo Hospital
CL000728,C00788,P0023,146212,2026-04-12,Submitted,Aster Hospital
CL000729,C03433,P0005,65445,2026-05-10,Approved,Aster Hospital
CL000730,C03288,P0179,1176506,2026-05-27,Submitted,Aster Hospital
CL000731,C02144,P0433,983990,2026-03-28,Submitted,ABC Motors
CL000732,C04558,P0471,427367,2026-02-26,Rejected,TVS Garage
CL000733,C04159,P0257,435144,2026-04-02,Rejected,Apollo Hospital
CL000734,C04917,P0096,227066,2026-03-14,Submitted,ABC Motors
CL000735,C03867,P0292,192448,2026-03-06,Rejected,Aster Hospital
CL000736,C04140,P0474,867475,2026-04-10,Rejected,NA
CL000737,C01967,P0416,327665,2026-01-06,Approved,Apollo Hospital
CL000738,C04054,P0355,291893,2026-04-15,Rejected,TVS Garage
CL000739,C01199,P0399,1088263,2026-02-06,Rejected,ABC Motors
CL000740,C04414,P0171,554374,2026-02-12,Submitted,ABC Motors
CL000741,C01053,P0149,6481,2026-01-11,Approved,NA
CL000742,C01158,P0011,1146263,2026-04-11,Submitted,Apollo Hospital
CL000743,C00708,P0156,791605,2026-01-05,Rejected,Apollo Hospital
